City,Date,Language,Mobile,Request Number,Avatar_id,Hotel_id,Price,Stock
copenhagen,34,spanish,1,1,201,893,209,97
copenhagen,34,spanish,1,1,201,562,210,100
copenhagen,34,spanish,1,1,201,616,173,71
copenhagen,34,spanish,1,1,201,1,101,55
copenhagen,34,spanish,1,1,201,930,120,82
copenhagen,34,spanish,1,1,201,793,163,32
copenhagen,34,spanish,1,1,201,669,207,102
copenhagen,34,spanish,1,1,201,834,97,25
copenhagen,34,spanish,1,1,201,463,103,28
copenhagen,34,spanish,1,1,201,23,165,76
copenhagen,34,spanish,1,1,201,385,276,147
copenhagen,34,spanish,1,1,201,711,126,55
copenhagen,34,spanish,1,1,201,812,181,66
copenhagen,34,spanish,1,1,201,978,304,152
copenhagen,34,spanish,1,1,201,318,134,53
copenhagen,34,spanish,1,1,201,497,205,94
copenhagen,34,spanish,1,1,201,506,124,31
copenhagen,34,spanish,1,1,201,831,94,26
copenhagen,34,spanish,1,1,201,688,88,62
copenhagen,34,spanish,1,1,201,829,191,72
copenhagen,34,spanish,1,1,201,546,89,61
amsterdam,25,cypriot,1,1,202,778,114,21
amsterdam,25,cypriot,1,1,202,807,278,69
amsterdam,25,cypriot,1,1,202,529,241,78
amsterdam,25,cypriot,1,1,202,967,83,40
amsterdam,25,cypriot,1,1,202,369,80,10
amsterdam,25,cypriot,1,1,202,117,79,17
amsterdam,25,cypriot,1,1,202,450,181,69
amsterdam,25,cypriot,1,1,202,317,184,49
amsterdam,25,cypriot,1,1,202,82,114,30
amsterdam,25,cypriot,1,1,202,101,287,61
amsterdam,25,cypriot,1,1,202,307,114,28
amsterdam,25,cypriot,1,1,202,45,172,34
amsterdam,25,cypriot,1,1,202,809,268,73
amsterdam,25,cypriot,1,1,202,196,116,11
amsterdam,25,cypriot,1,1,202,557,118,0
amsterdam,25,cypriot,1,1,202,762,171,29
amsterdam,25,cypriot,1,1,202,783,102,12
amsterdam,25,cypriot,1,1,202,22,171,29
amsterdam,25,cypriot,1,1,202,103,190,60
amsterdam,25,cypriot,1,1,202,387,252,69
amsterdam,25,cypriot,1,1,202,311,108,29
amsterdam,25,cypriot,1,1,202,326,269,73
amsterdam,25,cypriot,1,1,202,680,159,16
amsterdam,25,cypriot,1,1,202,918,291,65
amsterdam,25,cypriot,1,1,202,880,117,26
amsterdam,25,cypriot,1,1,202,878,112,42
amsterdam,25,cypriot,1,1,202,570,108,29
amsterdam,25,cypriot,1,1,202,925,107,28
amsterdam,25,cypriot,1,1,202,867,146,34
amsterdam,25,cypriot,1,1,202,410,124,25
amsterdam,25,cypriot,1,1,202,969,80,23
amsterdam,25,cypriot,1,1,202,674,126,35
amsterdam,25,cypriot,1,1,202,505,107,28
amsterdam,25,cypriot,1,1,202,212,210,43
amsterdam,25,cypriot,1,1,202,366,83,28
amsterdam,25,cypriot,1,1,202,676,75,13
amsterdam,25,cypriot,1,1,202,657,170,55
amsterdam,25,cypriot,1,1,202,933,159,38
amsterdam,25,cypriot,1,1,202,743,175,34
amsterdam,25,cypriot,1,1,202,346,190,52
amsterdam,25,cypriot,1,1,202,660,169,30
amsterdam,25,cypriot,1,1,202,760,179,50
amsterdam,25,cypriot,1,1,202,902,174,64
amsterdam,25,cypriot,1,1,202,945,148,50
amsterdam,25,cypriot,1,1,202,442,170,57
amsterdam,25,cypriot,1,1,202,788,114,26
amsterdam,25,cypriot,1,1,202,916,114,33
amsterdam,25,cypriot,1,1,202,630,162,40
amsterdam,25,cypriot,1,1,202,779,197,52
amsterdam,25,cypriot,1,1,202,211,156,40
amsterdam,25,cypriot,1,1,202,303,191,46
amsterdam,25,cypriot,1,1,202,515,293,63
amsterdam,25,cypriot,1,1,202,507,119,24
amsterdam,25,cypriot,1,1,202,373,119,28
amsterdam,25,cypriot,1,1,202,960,282,67
amsterdam,25,cypriot,1,1,202,10,160,34
amsterdam,25,cypriot,1,1,202,517,121,36
amsterdam,25,cypriot,1,1,202,172,129,25
amsterdam,25,cypriot,1,1,202,971,160,31
amsterdam,25,cypriot,1,1,202,352,105,50
amsterdam,25,cypriot,1,1,202,455,152,38
amsterdam,25,cypriot,1,1,202,86,118,40
amsterdam,25,cypriot,1,1,202,264,84,13
amsterdam,25,cypriot,1,1,202,625,199,50
amsterdam,25,cypriot,1,1,202,105,164,32
amsterdam,25,cypriot,1,1,202,193,156,33
amsterdam,25,cypriot,1,1,202,585,79,25
amsterdam,25,cypriot,1,1,202,891,109,14
amsterdam,25,cypriot,1,1,202,77,268,76
amsterdam,25,cypriot,1,1,202,603,280,61
amsterdam,25,cypriot,1,1,202,163,184,56
amsterdam,25,cypriot,1,1,202,230,110,29
amsterdam,25,cypriot,1,1,202,34,83,15
amsterdam,25,cypriot,1,1,202,214,195,49
amsterdam,25,cypriot,1,1,202,706,128,22
amsterdam,25,cypriot,1,1,202,752,268,69
amsterdam,25,cypriot,1,1,202,548,241,87
amsterdam,25,cypriot,1,1,202,157,268,57
amsterdam,25,cypriot,1,1,202,627,111,19
amsterdam,25,cypriot,1,1,202,475,109,32
amsterdam,25,cypriot,1,1,202,16,181,30
amsterdam,25,cypriot,1,1,202,218,201,48
amsterdam,25,cypriot,1,1,202,256,82,15
amsterdam,25,cypriot,1,1,202,921,86,30
amsterdam,25,cypriot,1,1,202,715,164,32
amsterdam,25,cypriot,1,1,202,9,89,32
amsterdam,25,cypriot,1,1,202,917,281,77
amsterdam,25,cypriot,1,1,202,594,244,115
amsterdam,25,cypriot,1,1,202,777,156,39
amsterdam,25,cypriot,1,1,202,835,108,52
amsterdam,25,cypriot,1,1,202,658,167,40
amsterdam,25,cypriot,1,1,202,234,164,34
amsterdam,25,cypriot,1,1,202,628,159,50
amsterdam,25,cypriot,1,1,202,429,263,73
amsterdam,25,cypriot,1,1,202,83,165,31
amsterdam,25,cypriot,1,1,202,283,107,30
amsterdam,25,cypriot,1,1,202,510,271,88
amsterdam,25,cypriot,1,1,202,417,154,39
amsterdam,25,cypriot,1,1,202,88,129,24
amsterdam,25,cypriot,1,1,202,441,191,46
amsterdam,25,cypriot,1,1,202,111,124,25
amsterdam,25,cypriot,1,1,202,158,147,46
amsterdam,25,cypriot,1,1,202,892,198,40
amsterdam,25,cypriot,1,1,202,493,165,34
amsterdam,25,cypriot,1,1,202,465,258,78
amsterdam,25,cypriot,1,1,202,271,86,11
amsterdam,25,cypriot,1,1,202,581,154,21
amsterdam,25,cypriot,1,1,202,460,88,10
amsterdam,25,cypriot,1,1,202,224,150,47
amsterdam,25,cypriot,1,1,202,679,159,35
amsterdam,25,cypriot,1,1,202,223,159,28
amsterdam,25,cypriot,1,1,202,482,84,13
amsterdam,25,cypriot,1,1,202,52,164,32
amsterdam,25,cypriot,1,1,202,806,282,73
amsterdam,25,cypriot,1,1,202,567,86,13
amsterdam,25,cypriot,1,1,202,591,257,75
amsterdam,25,cypriot,1,1,202,745,109,23
amsterdam,25,cypriot,1,1,202,685,280,64
amsterdam,25,cypriot,1,1,202,750,119,13
amsterdam,25,cypriot,1,1,202,430,167,82
amsterdam,25,cypriot,1,1,202,724,268,57
amsterdam,25,cypriot,1,1,202,269,160,38
amsterdam,25,cypriot,1,1,202,588,183,16
amsterdam,25,cypriot,1,1,202,85,109,26
amsterdam,25,cypriot,1,1,202,140,121,24
amsterdam,25,cypriot,1,1,202,146,184,52
amsterdam,25,cypriot,1,1,202,821,113,30
amsterdam,25,cypriot,1,1,202,253,269,74
amsterdam,25,cypriot,1,1,202,166,110,35
amsterdam,25,cypriot,1,1,202,375,111,29
amsterdam,25,cypriot,1,1,202,604,117,25
amsterdam,25,cypriot,1,1,202,12,83,14
amsterdam,25,cypriot,1,1,202,587,160,30
valletta,36,danish,1,1,203,363,135,84
valletta,36,danish,1,1,203,334,81,37
valletta,36,danish,1,1,203,988,136,80
valletta,36,danish,1,1,203,237,146,80
valletta,36,danish,1,1,203,491,167,123
valletta,36,danish,1,1,203,985,72,73
valletta,36,danish,1,1,203,512,174,109
valletta,36,danish,1,1,203,376,169,121
valletta,36,danish,1,1,203,832,137,66
valletta,36,danish,1,1,203,325,104,35
valletta,36,danish,1,1,203,360,170,113
valletta,36,danish,1,1,203,719,161,137
valletta,36,danish,1,1,203,55,110,64
valletta,36,danish,1,1,203,598,142,88
valletta,36,danish,1,1,203,160,97,34
valletta,36,danish,1,1,203,709,143,82
valletta,36,danish,1,1,203,476,131,41
valletta,36,danish,1,1,203,639,158,119
valletta,36,danish,1,1,203,501,78,34
valletta,36,danish,1,1,203,521,71,38
valletta,36,danish,1,1,203,480,72,36
valletta,36,danish,1,1,203,504,158,118
valletta,36,danish,1,1,203,404,141,34
valletta,36,danish,1,1,203,732,170,127
valletta,36,danish,1,1,203,861,169,112
valletta,36,danish,1,1,203,389,104,64
valletta,36,danish,1,1,203,424,160,125
valletta,36,danish,1,1,203,749,107,33
valletta,36,danish,1,1,203,371,97,70
valletta,36,danish,1,1,203,746,157,111
valletta,36,danish,1,1,203,643,78,36
valletta,36,danish,1,1,203,466,138,86
valletta,36,danish,1,1,203,905,135,96
valletta,36,danish,1,1,203,282,133,79
valletta,36,danish,1,1,203,400,98,77
valletta,36,danish,1,1,203,754,243,165
valletta,36,danish,1,1,203,859,140,75
valletta,36,danish,1,1,203,244,249,152
valletta,36,danish,1,1,203,295,74,33
valletta,36,danish,1,1,203,200,138,85
valletta,36,danish,1,1,203,81,135,92
valletta,36,danish,1,1,203,718,140,81
valletta,36,danish,1,1,203,965,135,85
valletta,36,danish,1,1,203,377,135,89
valletta,36,danish,1,1,203,592,241,155
rome,13,italian,0,1,204,48,70,8
rome,13,italian,0,1,204,452,265,9
rome,13,italian,0,1,204,242,219,13
rome,13,italian,0,1,204,213,96,0
rome,13,italian,0,1,204,991,165,19
rome,13,italian,0,1,204,725,186,3
rome,13,italian,0,1,204,944,268,3
rome,13,italian,0,1,204,739,240,10
rome,13,italian,0,1,204,874,236,14
rome,13,italian,0,1,204,929,377,13
rome,13,italian,0,1,204,324,162,0
rome,13,italian,0,1,204,621,75,1
rome,13,italian,0,1,204,583,71,1
rome,13,italian,0,1,204,170,136,16
rome,13,italian,0,1,204,781,70,0
rome,13,italian,0,1,204,42,202,13
rome,13,italian,0,1,204,139,75,0
rome,13,italian,0,1,204,856,72,0
rome,13,italian,0,1,204,232,75,0
rome,13,italian,0,1,204,296,69,5
rome,13,italian,0,1,204,381,132,0
rome,13,italian,0,1,204,686,96,5
rome,13,italian,0,1,204,586,204,13
rome,13,italian,0,1,204,644,69,0
rome,13,italian,0,1,204,341,119,10
rome,13,italian,0,1,204,374,100,0
rome,13,italian,0,1,204,151,232,33
rome,13,italian,0,1,204,228,133,0
rome,13,italian,0,1,204,642,76,7
rome,13,italian,0,1,204,906,139,0
rome,13,italian,0,1,204,206,171,23
rome,13,italian,0,1,204,330,296,19
rome,13,italian,0,1,204,864,160,13
rome,13,italian,0,1,204,386,102,0
rome,13,italian,0,1,204,316,187,16
rome,13,italian,0,1,204,913,157,14
rome,13,italian,0,1,204,566,159,29
rome,13,italian,0,1,204,156,71,0
rome,13,italian,0,1,204,513,73,6
rome,13,italian,0,1,204,180,72,0
rome,13,italian,0,1,204,260,103,11
rome,13,italian,0,1,204,555,160,2
rome,13,italian,0,1,204,51,159,11
rome,13,italian,0,1,204,816,82,7
rome,13,italian,0,1,204,763,118,10
rome,13,italian,0,1,204,838,160,0
rome,13,italian,0,1,204,641,129,7
rome,13,italian,0,1,204,489,312,21
rome,13,italian,0,1,204,361,159,10
rome,13,italian,0,1,204,321,334,13
rome,13,italian,0,1,204,114,157,13
rome,13,italian,0,1,204,796,156,12
rome,13,italian,0,1,204,537,189,18
rome,13,italian,0,1,204,496,80,18
rome,13,italian,0,1,204,651,112,10
rome,13,italian,0,1,204,854,298,18
rome,13,italian,0,1,204,286,122,10
rome,13,italian,0,1,204,298,160,8
rome,13,italian,0,1,204,636,96,0
rome,13,italian,0,1,204,73,214,13
rome,13,italian,0,1,204,895,247,18
rome,13,italian,0,1,204,728,265,0
rome,13,italian,0,1,204,897,332,14
rome,13,italian,0,1,204,953,125,6
rome,13,italian,0,1,204,650,74,3
rome,13,italian,0,1,204,932,133,0
rome,13,italian,0,1,204,469,68,10
rome,13,italian,0,1,204,671,138,0
rome,13,italian,0,1,204,701,70,9
rome,13,italian,0,1,204,543,176,16
rome,13,italian,0,1,204,934,75,6
rome,13,italian,0,1,204,751,265,25
rome,13,italian,0,1,204,399,181,16
rome,13,italian,0,1,204,536,121,10
rome,13,italian,0,1,204,191,159,12
rome,13,italian,0,1,204,843,302,15
rome,13,italian,0,1,204,907,139,0
rome,13,italian,0,1,204,437,98,3
rome,13,italian,0,1,204,281,129,6
rome,13,italian,0,1,204,380,75,0
rome,13,italian,0,1,204,328,70,0
rome,13,italian,0,1,204,178,260,24
rome,13,italian,0,1,204,569,129,6
rome,13,italian,0,1,204,824,232,20
rome,13,italian,0,1,204,668,114,7
rome,13,italian,0,1,204,947,162,13
rome,13,italian,0,1,204,659,212,17
rome,13,italian,0,1,204,694,146,5
rome,13,italian,0,1,204,773,83,7
rome,13,italian,0,1,204,774,199,14
rome,13,italian,0,1,204,696,96,0
rome,13,italian,0,1,204,850,163,19
rome,13,italian,0,1,204,344,69,10
rome,13,italian,0,1,204,144,79,7
rome,13,italian,0,1,204,129,114,10
rome,13,italian,0,1,204,3,70,3
rome,13,italian,0,1,204,993,209,11
rome,13,italian,0,1,204,485,71,5
rome,13,italian,0,1,204,787,137,6
rome,13,italian,0,1,204,273,139,12
rome,13,italian,0,1,204,677,212,16
rome,13,italian,0,1,204,46,298,18
rome,13,italian,0,1,204,440,140,8
rome,13,italian,0,1,204,473,273,25
rome,13,italian,0,1,204,112,75,0
rome,13,italian,0,1,204,563,189,0
rome,13,italian,0,1,204,681,163,8
rome,13,italian,0,1,204,702,204,18
rome,13,italian,0,1,204,840,105,18
rome,13,italian,0,1,204,714,72,0
rome,13,italian,0,1,204,486,190,18
rome,13,italian,0,1,204,786,298,15
rome,13,italian,0,1,204,769,79,0
rome,13,italian,0,1,204,345,133,0
rome,13,italian,0,1,204,423,294,16
rome,13,italian,0,1,204,550,77,10
rome,13,italian,0,1,204,552,95,4
rome,13,italian,0,1,204,390,192,11
rome,13,italian,0,1,204,471,155,41
rome,13,italian,0,1,204,38,96,5
rome,13,italian,0,1,204,712,192,17
rome,13,italian,0,1,204,293,70,3
rome,13,italian,0,1,204,453,329,13
rome,13,italian,0,1,204,804,157,8
rome,13,italian,0,1,204,364,163,8
rome,13,italian,0,1,204,759,200,15
rome,13,italian,0,1,204,347,79,3
rome,13,italian,0,1,204,396,131,10
valletta,33,dutch,0,1,205,160,94,28
valletta,33,dutch,0,1,205,134,76,27
valletta,33,dutch,0,1,205,643,75,30
valletta,33,dutch,0,1,205,200,133,74
valletta,33,dutch,0,1,205,905,129,81
valletta,33,dutch,0,1,205,985,70,63
valletta,33,dutch,0,1,205,400,99,63
valletta,33,dutch,0,1,205,718,140,68
valletta,33,dutch,0,1,205,334,77,30
valletta,33,dutch,0,1,205,746,157,88
valletta,33,dutch,0,1,205,325,100,28
valletta,33,dutch,0,1,205,504,152,97
valletta,33,dutch,0,1,205,754,233,137
valletta,33,dutch,0,1,205,55,106,53
valletta,33,dutch,0,1,205,732,163,111
valletta,33,dutch,0,1,205,861,170,92
valletta,33,dutch,0,1,205,709,140,64
valletta,33,dutch,0,1,205,282,135,63
valletta,33,dutch,0,1,205,237,145,68
valletta,33,dutch,0,1,205,371,94,58
valletta,33,dutch,0,1,205,639,158,95
valletta,33,dutch,0,1,205,512,182,87
valletta,33,dutch,0,1,205,832,132,57
valletta,33,dutch,0,1,205,376,162,106
valletta,33,dutch,0,1,205,404,138,26
valletta,33,dutch,0,1,205,424,161,94
valletta,33,dutch,0,1,205,719,155,117
valletta,33,dutch,0,1,205,360,163,88
valletta,33,dutch,0,1,205,81,129,76
valletta,33,dutch,0,1,205,295,71,27
valletta,33,dutch,0,1,205,988,137,62
valletta,33,dutch,0,1,205,749,103,27
valletta,33,dutch,0,1,205,592,241,122
valletta,33,dutch,0,1,205,377,129,75
valletta,33,dutch,0,1,205,209,72,65
valletta,33,dutch,0,1,205,480,70,28
valletta,33,dutch,0,1,205,363,129,67
valletta,33,dutch,0,1,205,476,126,37
valletta,33,dutch,0,1,205,859,134,67
valletta,33,dutch,0,1,205,598,137,71
valletta,33,dutch,0,1,205,106,138,67
valletta,33,dutch,0,1,205,491,160,102
valletta,33,dutch,0,1,205,466,138,68
valletta,33,dutch,0,1,205,244,249,113
valletta,33,dutch,0,1,205,389,104,49
valletta,33,dutch,0,1,205,965,136,68
valletta,33,dutch,0,1,205,521,68,31
valletta,33,dutch,0,1,205,501,75,27
sofia,37,greek,0,1,206,597,143,174
sofia,37,greek,0,1,206,262,80,88
sofia,37,greek,0,1,206,141,88,88
sofia,37,greek,0,1,206,416,85,90
sofia,37,greek,0,1,206,107,45,38
sofia,37,greek,0,1,206,459,83,94
sofia,37,greek,0,1,206,815,141,177
sofia,37,greek,0,1,206,353,44,40
sofia,37,greek,0,1,206,272,47,37
sofia,37,greek,0,1,206,984,60,40
sofia,37,greek,0,1,206,899,83,86
sofia,37,greek,0,1,206,862,61,72
sofia,37,greek,0,1,206,337,83,95
sofia,37,greek,0,1,206,871,82,93
sofia,37,greek,0,1,206,287,136,179
sofia,37,greek,0,1,206,201,81,86
sofia,37,greek,0,1,206,137,44,38
sofia,37,greek,0,1,206,653,93,123
sofia,37,greek,0,1,206,109,84,89
sofia,37,greek,0,1,206,553,94,40
sofia,37,greek,0,1,206,44,44,34
sofia,37,greek,0,1,206,608,86,82
sofia,37,greek,0,1,206,302,60,94
sofia,37,greek,0,1,206,968,101,121
sofia,37,greek,0,1,206,190,46,36
sofia,37,greek,0,1,206,25,125,178
sofia,37,greek,0,1,206,814,131,178
sofia,37,greek,0,1,206,143,59,75
sofia,37,greek,0,1,206,270,94,118
sofia,37,greek,0,1,206,574,60,38
sofia,37,greek,0,1,206,304,90,125
sofia,37,greek,0,1,206,544,61,37
sofia,37,greek,0,1,206,203,94,125
sofia,37,greek,0,1,206,649,135,194
sofia,37,greek,0,1,206,590,80,99
sofia,37,greek,0,1,206,637,61,39
sofia,37,greek,0,1,206,181,82,102
sofia,37,greek,0,1,206,4,44,36
sofia,37,greek,0,1,206,554,45,92
sofia,37,greek,0,1,206,383,43,94
sofia,37,greek,0,1,206,764,61,37
sofia,37,greek,0,1,206,145,81,99
sofia,37,greek,0,1,206,578,97,122
sofia,37,greek,0,1,206,883,104,118
sofia,37,greek,0,1,206,923,45,72
sofia,37,greek,0,1,206,802,80,78
sofia,37,greek,0,1,206,542,65,69
sofia,37,greek,0,1,206,665,59,65
sofia,37,greek,0,1,206,13,57,39
sofia,37,greek,0,1,206,472,45,127
sofia,37,greek,0,1,206,208,65,36
sofia,37,greek,0,1,206,601,57,70
sofia,37,greek,0,1,206,470,62,72
valletta,36,polish,1,1,207,334,76,37
valletta,36,polish,1,1,207,832,130,66
valletta,36,polish,1,1,207,746,148,111
valletta,36,polish,1,1,207,244,235,152
valletta,36,polish,1,1,207,504,149,118
valletta,36,polish,1,1,207,160,92,34
valletta,36,polish,1,1,207,376,159,121
valletta,36,polish,1,1,207,200,130,85
valletta,36,polish,1,1,207,592,227,155
valletta,36,polish,1,1,207,965,127,85
valletta,36,polish,1,1,207,639,149,119
valletta,36,polish,1,1,207,732,160,127
valletta,36,polish,1,1,207,521,67,38
valletta,36,polish,1,1,207,55,104,64
valletta,36,polish,1,1,207,480,68,36
valletta,36,polish,1,1,207,371,92,70
valletta,36,polish,1,1,207,718,132,81
valletta,36,polish,1,1,207,988,128,80
valletta,36,polish,1,1,207,905,127,96
valletta,36,polish,1,1,207,377,127,89
valletta,36,polish,1,1,207,754,229,165
valletta,36,polish,1,1,207,719,152,137
valletta,36,polish,1,1,207,491,157,123
valletta,36,polish,1,1,207,295,70,33
valletta,36,polish,1,1,207,643,74,36
valletta,36,polish,1,1,207,749,101,33
valletta,36,polish,1,1,207,709,135,82
valletta,36,polish,1,1,207,424,151,125
valletta,36,polish,1,1,207,501,74,34
valletta,36,polish,1,1,207,861,159,112
valletta,36,polish,1,1,207,466,130,86
valletta,36,polish,1,1,207,363,127,84
valletta,36,polish,1,1,207,325,98,35
valletta,36,polish,1,1,207,985,68,73
valletta,36,polish,1,1,207,598,134,88
valletta,36,polish,1,1,207,859,132,75
valletta,36,polish,1,1,207,404,133,34
valletta,36,polish,1,1,207,512,164,109
valletta,36,polish,1,1,207,389,98,64
valletta,36,polish,1,1,207,476,123,41
valletta,36,polish,1,1,207,237,137,80
valletta,36,polish,1,1,207,360,160,113
valletta,36,polish,1,1,207,400,93,77
valletta,36,polish,1,1,207,282,126,79
valletta,36,polish,1,1,207,81,127,92
paris,39,slovakian,1,1,208,132,242,207
paris,39,slovakian,1,1,208,972,77,39
paris,39,slovakian,1,1,208,948,181,140
paris,39,slovakian,1,1,208,748,172,153
paris,39,slovakian,1,1,208,797,112,84
paris,39,slovakian,1,1,208,397,260,204
paris,39,slovakian,1,1,208,612,167,143
paris,39,slovakian,1,1,208,825,151,104
paris,39,slovakian,1,1,208,176,84,38
paris,39,slovakian,1,1,208,889,147,100
paris,39,slovakian,1,1,208,617,253,191
paris,39,slovakian,1,1,208,851,80,86
paris,39,slovakian,1,1,208,735,104,80
paris,39,slovakian,1,1,208,700,174,158
paris,39,slovakian,1,1,208,227,78,42
paris,39,slovakian,1,1,208,115,105,85
paris,39,slovakian,1,1,208,645,141,101
paris,39,slovakian,1,1,208,937,173,144
paris,39,slovakian,1,1,208,327,182,141
paris,39,slovakian,1,1,208,731,151,101
paris,39,slovakian,1,1,208,980,102,82
paris,39,slovakian,1,1,208,342,111,43
paris,39,slovakian,1,1,208,41,104,78
paris,39,slovakian,1,1,208,274,147,106
paris,39,slovakian,1,1,208,785,174,143
paris,39,slovakian,1,1,208,306,176,134
paris,39,slovakian,1,1,208,734,114,81
paris,39,slovakian,1,1,208,560,143,102
paris,39,slovakian,1,1,208,858,170,142
paris,39,slovakian,1,1,208,308,173,139
paris,39,slovakian,1,1,208,576,182,136
paris,39,slovakian,1,1,208,121,76,44
paris,39,slovakian,1,1,208,207,154,101
paris,39,slovakian,1,1,208,290,154,92
paris,39,slovakian,1,1,208,827,83,41
paris,39,slovakian,1,1,208,0,169,142
paris,39,slovakian,1,1,208,853,144,103
paris,39,slovakian,1,1,208,314,105,79
paris,39,slovakian,1,1,208,722,149,101
paris,39,slovakian,1,1,208,534,246,218
paris,39,slovakian,1,1,208,790,245,201
paris,39,slovakian,1,1,208,792,76,102
paris,39,slovakian,1,1,208,803,256,198
paris,39,slovakian,1,1,208,970,247,202
paris,39,slovakian,1,1,208,119,170,150
paris,39,slovakian,1,1,208,526,249,210
paris,39,slovakian,1,1,208,49,151,102
paris,39,slovakian,1,1,208,975,150,95
paris,39,slovakian,1,1,208,640,149,100
paris,39,slovakian,1,1,208,14,147,84
paris,39,slovakian,1,1,208,415,114,78
paris,39,slovakian,1,1,208,946,174,144
paris,39,slovakian,1,1,208,663,146,106
paris,39,slovakian,1,1,208,584,249,218
paris,39,slovakian,1,1,208,817,184,139
paris,39,slovakian,1,1,208,602,104,44
paris,39,slovakian,1,1,208,564,90,40
paris,39,slovakian,1,1,208,926,169,144
paris,39,slovakian,1,1,208,634,80,41
paris,39,slovakian,1,1,208,742,232,203
paris,39,slovakian,1,1,208,885,161,98
paris,39,slovakian,1,1,208,392,152,97
paris,39,slovakian,1,1,208,66,136,106
paris,39,slovakian,1,1,208,782,260,203
paris,39,slovakian,1,1,208,823,176,139
paris,39,slovakian,1,1,208,69,247,227
paris,39,slovakian,1,1,208,776,153,104
paris,39,slovakian,1,1,208,56,179,142
paris,39,slovakian,1,1,208,949,243,200
paris,39,slovakian,1,1,208,259,106,73
paris,39,slovakian,1,1,208,159,170,153
paris,39,slovakian,1,1,208,299,99,103
paris,39,slovakian,1,1,208,27,246,204
paris,39,slovakian,1,1,208,986,181,142
paris,39,slovakian,1,1,208,736,181,141
paris,39,slovakian,1,1,208,841,76,88
paris,39,slovakian,1,1,208,912,147,100
paris,39,slovakian,1,1,208,21,77,43
paris,39,slovakian,1,1,208,540,257,208
paris,39,slovakian,1,1,208,656,104,84
paris,39,slovakian,1,1,208,162,253,194
paris,39,slovakian,1,1,208,614,82,42
paris,39,slovakian,1,1,208,165,148,106
paris,39,slovakian,1,1,208,910,80,42
paris,39,slovakian,1,1,208,254,147,101
paris,39,slovakian,1,1,208,447,104,82
paris,39,slovakian,1,1,208,998,181,142
paris,39,slovakian,1,1,208,150,174,141
paris,39,slovakian,1,1,208,65,144,107
paris,39,slovakian,1,1,208,866,246,213
paris,39,slovakian,1,1,208,357,151,100
paris,39,slovakian,1,1,208,71,270,202
paris,39,slovakian,1,1,208,216,173,145
paris,39,slovakian,1,1,208,188,83,44
paris,39,slovakian,1,1,208,199,176,141
paris,39,slovakian,1,1,208,182,149,109
paris,39,slovakian,1,1,208,595,144,108
paris,39,slovakian,1,1,208,130,170,139
paris,39,slovakian,1,1,208,225,154,96
paris,39,slovakian,1,1,208,29,179,144
paris,39,slovakian,1,1,208,723,74,41
paris,39,slovakian,1,1,208,573,259,198
paris,39,slovakian,1,1,208,379,256,207
paris,39,slovakian,1,1,208,148,107,79
paris,39,slovakian,1,1,208,599,101,88
paris,39,slovakian,1,1,208,738,110,86
paris,39,slovakian,1,1,208,419,104,86
paris,39,slovakian,1,1,208,571,246,207
paris,39,slovakian,1,1,208,705,115,81
paris,39,slovakian,1,1,208,436,242,223
paris,39,slovakian,1,1,208,741,152,100
paris,39,slovakian,1,1,208,331,75,82
paris,39,slovakian,1,1,208,62,75,42
paris,39,slovakian,1,1,208,903,83,85
paris,39,slovakian,1,1,208,631,79,41
paris,39,slovakian,1,1,208,884,172,146
paris,39,slovakian,1,1,208,911,110,90
paris,39,slovakian,1,1,208,477,75,107
paris,39,slovakian,1,1,208,192,112,42
paris,39,slovakian,1,1,208,629,82,80
paris,39,slovakian,1,1,208,863,246,222
paris,39,slovakian,1,1,208,558,82,40
paris,39,slovakian,1,1,208,942,169,141
paris,39,slovakian,1,1,208,684,79,40
paris,39,slovakian,1,1,208,795,152,102
paris,39,slovakian,1,1,208,28,112,80
paris,39,slovakian,1,1,208,412,260,207
paris,39,slovakian,1,1,208,708,151,96
paris,39,slovakian,1,1,208,323,242,204
paris,39,slovakian,1,1,208,467,239,198
paris,39,slovakian,1,1,208,882,178,139
paris,39,slovakian,1,1,208,248,169,144
paris,39,slovakian,1,1,208,580,109,78
paris,39,slovakian,1,1,208,522,106,82
paris,39,slovakian,1,1,208,837,237,212
paris,39,slovakian,1,1,208,577,151,98
paris,39,slovakian,1,1,208,756,172,137
paris,39,slovakian,1,1,208,421,112,82
paris,39,slovakian,1,1,208,339,170,145
paris,39,slovakian,1,1,208,963,109,81
paris,39,slovakian,1,1,208,222,245,203
paris,39,slovakian,1,1,208,492,108,84
paris,39,slovakian,1,1,208,338,176,138
paris,39,slovakian,1,1,208,842,261,186
paris,39,slovakian,1,1,208,582,176,142
paris,39,slovakian,1,1,208,579,78,43
paris,39,slovakian,1,1,208,257,151,98
paris,39,slovakian,1,1,208,229,170,142
paris,39,slovakian,1,1,208,94,245,230
paris,39,slovakian,1,1,208,24,239,224
paris,39,slovakian,1,1,208,868,167,148
paris,39,slovakian,1,1,208,123,104,80
paris,39,slovakian,1,1,208,133,141,99
paris,39,slovakian,1,1,208,767,151,97
paris,39,slovakian,1,1,208,808,237,196
paris,39,slovakian,1,1,208,359,109,80
paris,39,slovakian,1,1,208,95,245,214
paris,39,slovakian,1,1,208,17,80,44
copenhagen,6,cypriot,1,1,209,973,185,0
